0.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
88.jpg,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
299.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
589.jpg,0,1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,0,1
897.jpg,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1
1381.jpg,0,1,1,1,1,-1,0,1,1,1,-1,1,1,0,0,0,1
1610.jpg,0,1,1,1,1,-1,0,1,1,-1,-1,1,1,0,0,0,1
2208.jpg,0,1,1,1,1,-1,0,1,1,0,-1,1,1,0,0,0,1
2551.jpg,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1
2999.jpg,0,1,1,1,-1,0,0,1,-1,0,0,1,-1,0,0,0,1
3246.jpg,0,1,1,1,-1,0,0,-1,-1,0,0,-1,-1,0,0,0,1
3721.jpg,0,1,1,1,-1,0,0,-1,0,0,0,-1,0,0,0,0,1
4046.jpg,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4442.jpg,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1
4943.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
