0.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
86.jpg,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
198.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
329.jpg,0,1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,1
568.jpg,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1
918.jpg,0,1,1,1,1,-1,0,1,1,1,-1,1,1,0,0,0,1
1197.jpg,0,1,1,1,1,-1,0,1,1,1,0,1,1,0,0,0,1
1254.jpg,0,1,1,1,1,-1,0,1,1,-1,0,1,1,0,0,0,1
1507.jpg,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1
1713.jpg,0,1,1,1,-1,0,0,1,-1,0,0,1,-1,0,0,0,1
1911.jpg,0,1,1,1,-1,0,0,1,0,0,0,1,0,0,0,0,1
2047.jpg,0,1,1,1,-1,0,0,-1,0,0,0,-1,0,0,0,0,1
2292.jpg,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2502.jpg,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1
2716.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
