86.jpg,1,Incorrectly installed anti_vibration_handle
329.jpg,19,Incorrectly installed screw_lever
329.jpg,40,Incorrectly installed spring
329.jpg,43,Incorrectly installed lever
329.jpg,46,Incorrectly installed washer
918.jpg,16,Incorrectly installed bearing_plate
918.jpg,31,Incorrectly installed bearing_screw_lowright
1254.jpg,28,Incorrectly installed bearing_screw_topleft
1713.jpg,13,Incorrectly installed adapter_plate
1713.jpg,25,Incorrectly installed screw_adaptor_lowright
1713.jpg,37,Incorrectly installed M4_nut_plate_lowright
2047.jpg,22,Incorrectly installed screw_adaptor_topleft
2047.jpg,34,Incorrectly installed M4_nut_plate_topleft
2502.jpg,4,Incorrectly installed gearbox_housing
2502.jpg,7,Incorrectly installed drive_shaft
2502.jpg,10,Incorrectly installed bevel_gear
2502.jpg,49,Incorrectly installed M6_nut
