961.jpg,3,Install gearbox_housing
961.jpg,6,Install drive_shaft
961.jpg,9,Install bevel_gear
961.jpg,48,Install M6_nut
2515.jpg,21,Install screw_adaptor_topleft
2515.jpg,33,Install M4_nut_plate_topleft
2688.jpg,12,Install adapter_plate
2688.jpg,24,Install screw_adaptor_lowright
2688.jpg,36,Install M4_nut_plate_lowright
3480.jpg,27,Install bearing_screw_topleft
3896.jpg,15,Install bearing_plate
3896.jpg,30,Install bearing_screw_lowright
4838.jpg,18,Install screw_lever
4838.jpg,39,Install spring
4838.jpg,42,Install lever
4838.jpg,45,Install washer
5140.jpg,0,Install anti_vibration_handle
