83.jpg,1,Incorrectly installed anti_vibration_handle
329.jpg,19,Incorrectly installed screw_lever
329.jpg,40,Incorrectly installed spring
329.jpg,43,Incorrectly installed lever
329.jpg,46,Incorrectly installed washer
910.jpg,16,Incorrectly installed bearing_plate
910.jpg,31,Incorrectly installed bearing_screw_lowright
1312.jpg,28,Incorrectly installed bearing_screw_topleft
2063.jpg,13,Incorrectly installed adapter_plate
2063.jpg,25,Incorrectly installed screw_adaptor_lowright
2063.jpg,37,Incorrectly installed M4_nut_plate_lowright
2436.jpg,22,Incorrectly installed screw_adaptor_topleft
2436.jpg,34,Incorrectly installed M4_nut_plate_topleft
2995.jpg,4,Incorrectly installed gearbox_housing
2995.jpg,7,Incorrectly installed drive_shaft
2995.jpg,10,Incorrectly installed bevel_gear
2995.jpg,49,Incorrectly installed M6_nut
