1594.jpg,3,Install gearbox_housing
1594.jpg,6,Install drive_shaft
1594.jpg,9,Install bevel_gear
1594.jpg,48,Install M6_nut
3189.jpg,24,Install screw_adaptor_lowright
3189.jpg,36,Install M4_nut_plate_lowright
3361.jpg,12,Install adapter_plate
3361.jpg,21,Install screw_adaptor_topleft
3361.jpg,33,Install M4_nut_plate_topleft
4755.jpg,27,Install bearing_screw_topleft
5142.jpg,15,Install bearing_plate
5142.jpg,30,Install bearing_screw_lowright
6479.jpg,18,Install screw_lever
6479.jpg,39,Install spring
6479.jpg,42,Install lever
6479.jpg,45,Install washer
7022.jpg,0,Install anti_vibration_handle
