0.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
604.jpg,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
775.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1123.jpg,0,1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,1
1486.jpg,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1
2885.jpg,0,1,1,1,1,-1,0,1,1,1,-1,1,1,0,0,0,1
3582.jpg,0,1,1,1,1,-1,0,1,1,1,0,1,1,0,0,0,1
3800.jpg,0,1,1,1,1,-1,0,1,1,-1,0,1,1,0,0,0,1
4683.jpg,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1
5303.jpg,0,1,1,1,-1,0,0,1,-1,0,0,1,-1,0,0,0,1
6300.jpg,0,1,1,1,-1,0,0,1,0,0,0,1,0,0,0,0,1
6875.jpg,0,1,1,1,-1,0,0,-1,0,0,0,-1,0,0,0,0,1
7475.jpg,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8303.jpg,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1
9149.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
