131.jpg,1,Incorrectly installed anti_vibration_handle
504.jpg,19,Incorrectly installed screw_lever
504.jpg,40,Incorrectly installed spring
504.jpg,43,Incorrectly installed lever
504.jpg,46,Incorrectly installed washer
1424.jpg,16,Incorrectly installed bearing_plate
1424.jpg,31,Incorrectly installed bearing_screw_lowright
2195.jpg,28,Incorrectly installed bearing_screw_topleft
3316.jpg,13,Incorrectly installed adapter_plate
3316.jpg,25,Incorrectly installed screw_adaptor_lowright
3316.jpg,37,Incorrectly installed M4_nut_plate_lowright
4161.jpg,22,Incorrectly installed screw_adaptor_topleft
4161.jpg,34,Incorrectly installed M4_nut_plate_topleft
5170.jpg,4,Incorrectly installed gearbox_housing
5170.jpg,7,Incorrectly installed drive_shaft
5170.jpg,10,Incorrectly installed bevel_gear
5170.jpg,49,Incorrectly installed M6_nut
