1700.jpg,3,Install gearbox_housing
1700.jpg,6,Install drive_shaft
1700.jpg,9,Install bevel_gear
1700.jpg,48,Install M6_nut
2919.jpg,24,Install screw_adaptor_lowright
2919.jpg,36,Install M4_nut_plate_lowright
3385.jpg,12,Install adapter_plate
3385.jpg,21,Install screw_adaptor_topleft
3385.jpg,33,Install M4_nut_plate_topleft
4547.jpg,27,Install bearing_screw_topleft
5155.jpg,15,Install bearing_plate
5155.jpg,30,Install bearing_screw_lowright
6517.jpg,18,Install screw_lever
6517.jpg,39,Install spring
6517.jpg,42,Install lever
6971.jpg,0,Install anti_vibration_handle
