0.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454.jpg,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1
862.jpg,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1465.jpg,0,1,1,1,-1,0,0,0,-1,0,0,0,-1,0,0,0,1
1818.jpg,0,1,1,1,-1,0,0,0,1,0,0,0,1,0,0,0,1
2030.jpg,0,1,1,1,-1,0,0,-1,1,0,0,-1,1,0,0,0,1
2470.jpg,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1
3001.jpg,0,1,1,1,1,-1,0,1,1,-1,0,1,1,0,0,0,1
3374.jpg,0,1,1,1,1,-1,0,1,1,1,0,1,1,0,0,0,1
3426.jpg,0,1,1,1,1,-1,0,1,1,1,-1,1,1,0,0,0,1
3767.jpg,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1
4485.jpg,0,1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,1
4715.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4811.jpg,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5065.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
