0.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1032.jpg,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1
1919.jpg,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2452.jpg,0,1,1,1,-1,0,0,0,-1,0,0,0,-1,0,0,0,1
2858.jpg,0,1,1,1,-1,0,0,0,1,0,0,0,1,0,0,0,1
3247.jpg,0,1,1,1,-1,0,0,-1,1,0,0,-1,1,0,0,0,1
3523.jpg,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1
4037.jpg,0,1,1,1,1,-1,0,1,1,0,-1,1,1,0,0,0,1
4135.jpg,0,1,1,1,1,-1,0,1,1,-1,-1,1,1,0,0,0,1
4672.jpg,0,1,1,1,1,-1,0,1,1,1,-1,1,1,0,0,0,1
4993.jpg,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1
5890.jpg,0,1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,1
6259.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6385.jpg,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6619.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
