1032.jpg,4,Incorrectly installed gearbox_housing
1032.jpg,7,Incorrectly installed drive_shaft
1032.jpg,10,Incorrectly installed bevel_gear
1032.jpg,49,Incorrectly installed M6_nut
1919.jpg,3,Install gearbox_housing
1919.jpg,6,Install drive_shaft
1919.jpg,9,Install bevel_gear
1919.jpg,48,Install M6_nut
2452.jpg,13,Incorrectly installed adapter_plate
2452.jpg,25,Incorrectly installed screw_adaptor_lowright
2452.jpg,37,Incorrectly installed M4_nut_plate_lowright
2858.jpg,24,Install screw_adaptor_lowright
2858.jpg,36,Install M4_nut_plate_lowright
3247.jpg,22,Incorrectly installed screw_adaptor_topleft
3247.jpg,34,Incorrectly installed M4_nut_plate_topleft
3523.jpg,12,Install adapter_plate
3523.jpg,21,Install screw_adaptor_topleft
3523.jpg,33,Install M4_nut_plate_topleft
4037.jpg,16,Incorrectly installed bearing_plate
4037.jpg,31,Incorrectly installed bearing_screw_lowright
4135.jpg,28,Incorrectly installed bearing_screw_topleft
4672.jpg,27,Install bearing_screw_topleft
4993.jpg,15,Install bearing_plate
4993.jpg,30,Install bearing_screw_lowright
5890.jpg,19,Incorrectly installed screw_lever
5890.jpg,40,Incorrectly installed spring
5890.jpg,43,Incorrectly installed lever
5890.jpg,46,Incorrectly installed washer
6259.jpg,18,Install screw_lever
6259.jpg,39,Install spring
6259.jpg,42,Install lever
6259.jpg,45,Install washer
6385.jpg,1,Incorrectly installed anti_vibration_handle
6619.jpg,0,Install anti_vibration_handle
