105.jpg,2,Remove anti_vibration_handle
484.jpg,20,Remove screw_lever
484.jpg,41,Remove spring
484.jpg,44,Remove lever
484.jpg,47,Remove washer
1139.jpg,17,Remove bearing_plate
1139.jpg,32,Remove bearing_screw_lowright
1690.jpg,29,Remove bearing_screw_topleft
2494.jpg,14,Remove adapter_plate
2494.jpg,26,Remove screw_adaptor_lowright
2494.jpg,38,Remove M4_nut_plate_lowright
2911.jpg,23,Remove screw_adaptor_topleft
2911.jpg,35,Remove M4_nut_plate_topleft
3456.jpg,5,Remove gearbox_housing
3456.jpg,8,Remove drive_shaft
3456.jpg,11,Remove bevel_gear
3456.jpg,50,Remove M6_nut
