338.jpg,1,Incorrectly installed anti_vibration_handle
1121.jpg,31,Incorrectly installed bearing_screw_lowright
1753.jpg,19,Incorrectly installed screw_lever
1753.jpg,40,Incorrectly installed spring
1753.jpg,43,Incorrectly installed lever
1753.jpg,46,Incorrectly installed washer
3006.jpg,16,Incorrectly installed bearing_plate
3006.jpg,28,Incorrectly installed bearing_screw_topleft
5477.jpg,13,Incorrectly installed adapter_plate
5477.jpg,25,Incorrectly installed screw_adaptor_lowright
5477.jpg,37,Incorrectly installed M4_nut_plate_lowright
8694.jpg,25,Incorrectly installed screw_adaptor_lowright
8694.jpg,37,Incorrectly installed M4_nut_plate_lowright
9969.jpg,22,Incorrectly installed screw_adaptor_topleft
9969.jpg,34,Incorrectly installed M4_nut_plate_topleft
12910.jpg,7,Incorrectly installed drive_shaft
12910.jpg,10,Incorrectly installed bevel_gear
12910.jpg,49,Incorrectly installed M6_nut
13668.jpg,5,Remove gearbox_housing
