0.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
65.jpg,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
203.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
336.jpg,0,1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,1
558.jpg,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1
769.jpg,0,1,1,1,1,-1,0,1,1,1,-1,1,1,0,0,0,1
1069.jpg,0,1,1,1,1,-1,0,1,1,-1,-1,1,1,0,0,0,1
1155.jpg,0,1,1,1,1,-1,0,1,1,-1,0,1,1,0,0,0,1
1471.jpg,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1
1788.jpg,0,1,1,1,-1,0,0,1,-1,0,0,1,-1,0,0,0,1
2051.jpg,0,1,1,1,-1,0,0,1,0,0,0,1,0,0,0,0,1
2184.jpg,0,1,1,1,-1,0,0,-1,0,0,0,-1,0,0,0,0,1
2436.jpg,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2827.jpg,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1
3064.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
