870.jpg,7,Incorrectly installed drive_shaft
870.jpg,10,Incorrectly installed bevel_gear
1109.jpg,7,Incorrectly installed drive_shaft
1109.jpg,10,Incorrectly installed bevel_gear
3173.jpg,7,Incorrectly installed drive_shaft
3173.jpg,10,Incorrectly installed bevel_gear
6691.jpg,3,Install gearbox_housing
6691.jpg,13,Incorrectly installed adapter_plate
6691.jpg,25,Incorrectly installed screw_adaptor_lowright
6691.jpg,37,Incorrectly installed M4_nut_plate_lowright
7890.jpg,22,Incorrectly installed screw_adaptor_topleft
7890.jpg,34,Incorrectly installed M4_nut_plate_topleft
11448.jpg,16,Incorrectly installed bearing_plate
11448.jpg,28,Incorrectly installed bearing_screw_topleft
12396.jpg,27,Install bearing_screw_topleft
12979.jpg,31,Incorrectly installed bearing_screw_lowright
13592.jpg,15,Install bearing_plate
13592.jpg,30,Install bearing_screw_lowright
18641.jpg,16,Incorrectly installed bearing_plate
18641.jpg,31,Incorrectly installed bearing_screw_lowright
19589.jpg,28,Incorrectly installed bearing_screw_topleft
21265.jpg,25,Incorrectly installed screw_adaptor_lowright
21265.jpg,37,Incorrectly installed M4_nut_plate_lowright
21472.jpg,16,Incorrectly installed bearing_plate
21472.jpg,31,Incorrectly installed bearing_screw_lowright
22059.jpg,30,Install bearing_screw_lowright
22191.jpg,28,Incorrectly installed bearing_screw_topleft
22853.jpg,15,Install bearing_plate
22853.jpg,27,Install bearing_screw_topleft
23404.jpg,19,Incorrectly installed screw_lever
23404.jpg,40,Incorrectly installed spring
23404.jpg,43,Incorrectly installed lever
23404.jpg,46,Incorrectly installed washer
23890.jpg,18,Install screw_lever
23890.jpg,39,Install spring
23890.jpg,42,Install lever
23890.jpg,45,Install washer
25191.jpg,1,Incorrectly installed anti_vibration_handle
25368.jpg,0,Install anti_vibration_handle
25941.jpg,19,Incorrectly installed screw_lever
25941.jpg,40,Incorrectly installed spring
25941.jpg,43,Incorrectly installed lever
25941.jpg,46,Incorrectly installed washer
26392.jpg,16,Incorrectly installed bearing_plate
26392.jpg,31,Incorrectly installed bearing_screw_lowright
27005.jpg,28,Incorrectly installed bearing_screw_topleft
28227.jpg,49,Incorrectly installed M6_nut
28438.jpg,6,Install drive_shaft
28438.jpg,9,Install bevel_gear
28438.jpg,48,Install M6_nut
29061.jpg,16,Incorrectly installed bearing_plate
29061.jpg,28,Incorrectly installed bearing_screw_topleft
29410.jpg,27,Install bearing_screw_topleft
29616.jpg,31,Incorrectly installed bearing_screw_lowright
30146.jpg,15,Install bearing_plate
30146.jpg,30,Install bearing_screw_lowright
30274.jpg,19,Incorrectly installed screw_lever
30274.jpg,40,Incorrectly installed spring
30274.jpg,43,Incorrectly installed lever
30274.jpg,46,Incorrectly installed washer
30622.jpg,18,Install screw_lever
30622.jpg,39,Install spring
30622.jpg,42,Install lever
30622.jpg,45,Install washer
