0.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
93.jpg,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
312.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
598.jpg,0,1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,1
987.jpg,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1
1310.jpg,0,1,1,1,1,-1,0,1,1,-1,1,1,1,0,0,0,1
1818.jpg,0,1,1,1,1,-1,0,1,1,-1,-1,1,1,0,0,0,1
2436.jpg,0,1,1,1,1,-1,0,1,1,0,-1,1,1,0,0,0,1
2498.jpg,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1
3206.jpg,0,1,1,1,-1,0,0,1,-1,0,0,1,-1,0,0,0,1
3461.jpg,0,1,1,1,-1,0,0,1,0,0,0,1,0,0,0,0,1
3722.jpg,0,1,1,1,-1,0,0,-1,0,0,0,-1,0,0,0,0,1
3952.jpg,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4354.jpg,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1
4676.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
