666.jpg,7,Incorrectly installed drive_shaft
666.jpg,10,Incorrectly installed bevel_gear
666.jpg,49,Incorrectly installed M6_nut
882.jpg,3,Install gearbox_housing
882.jpg,6,Install drive_shaft
882.jpg,9,Install bevel_gear
882.jpg,48,Install M6_nut
1581.jpg,13,Incorrectly installed adapter_plate
1581.jpg,25,Incorrectly installed screw_adaptor_lowright
1581.jpg,37,Incorrectly installed M4_nut_plate_lowright
1899.jpg,22,Incorrectly installed screw_adaptor_topleft
1899.jpg,34,Incorrectly installed M4_nut_plate_topleft
2270.jpg,21,Install screw_adaptor_topleft
2270.jpg,33,Install M4_nut_plate_topleft
2410.jpg,12,Install adapter_plate
2410.jpg,24,Install screw_adaptor_lowright
2410.jpg,36,Install M4_nut_plate_lowright
2838.jpg,16,Incorrectly installed bearing_plate
2838.jpg,28,Incorrectly installed bearing_screw_topleft
3276.jpg,27,Install bearing_screw_topleft
3320.jpg,31,Incorrectly installed bearing_screw_lowright
3666.jpg,15,Install bearing_plate
3666.jpg,30,Install bearing_screw_lowright
4525.jpg,19,Incorrectly installed screw_lever
4525.jpg,40,Incorrectly installed spring
4525.jpg,43,Incorrectly installed lever
4525.jpg,46,Incorrectly installed washer
4888.jpg,18,Install screw_lever
4888.jpg,39,Install spring
4888.jpg,42,Install lever
4888.jpg,45,Install washer
5100.jpg,1,Incorrectly installed anti_vibration_handle
5244.jpg,0,Install anti_vibration_handle
