639.jpg,4,Incorrectly installed gearbox_housing
639.jpg,7,Incorrectly installed drive_shaft
639.jpg,10,Incorrectly installed bevel_gear
639.jpg,49,Incorrectly installed M6_nut
863.jpg,3,Install gearbox_housing
863.jpg,6,Install drive_shaft
863.jpg,9,Install bevel_gear
863.jpg,48,Install M6_nut
1452.jpg,13,Incorrectly installed adapter_plate
1452.jpg,25,Incorrectly installed screw_adaptor_lowright
1452.jpg,37,Incorrectly installed M4_nut_plate_lowright
1861.jpg,22,Incorrectly installed screw_adaptor_topleft
1861.jpg,34,Incorrectly installed M4_nut_plate_topleft
2059.jpg,21,Install screw_adaptor_topleft
2059.jpg,33,Install M4_nut_plate_topleft
2226.jpg,12,Install adapter_plate
2226.jpg,24,Install screw_adaptor_lowright
2226.jpg,36,Install M4_nut_plate_lowright
2576.jpg,16,Incorrectly installed bearing_plate
2576.jpg,31,Incorrectly installed bearing_screw_lowright
2938.jpg,30,Install bearing_screw_lowright
2998.jpg,28,Incorrectly installed bearing_screw_topleft
3569.jpg,15,Install bearing_plate
3569.jpg,27,Install bearing_screw_topleft
4218.jpg,19,Incorrectly installed screw_lever
4218.jpg,40,Incorrectly installed spring
4218.jpg,43,Incorrectly installed lever
4218.jpg,46,Incorrectly installed washer
4557.jpg,18,Install screw_lever
4557.jpg,39,Install spring
4557.jpg,42,Install lever
4557.jpg,45,Install washer
4755.jpg,1,Incorrectly installed anti_vibration_handle
4909.jpg,0,Install anti_vibration_handle
