863.jpg,3,Install gearbox_housing
863.jpg,6,Install drive_shaft
863.jpg,9,Install bevel_gear
863.jpg,48,Install M6_nut
2059.jpg,21,Install screw_adaptor_topleft
2059.jpg,33,Install M4_nut_plate_topleft
2226.jpg,12,Install adapter_plate
2226.jpg,24,Install screw_adaptor_lowright
2226.jpg,36,Install M4_nut_plate_lowright
2938.jpg,30,Install bearing_screw_lowright
3569.jpg,15,Install bearing_plate
3569.jpg,27,Install bearing_screw_topleft
4557.jpg,18,Install screw_lever
4557.jpg,39,Install spring
4557.jpg,42,Install lever
4557.jpg,45,Install washer
4909.jpg,0,Install anti_vibration_handle
