2065.jpg,3,Install gearbox_housing
2065.jpg,6,Install drive_shaft
2065.jpg,9,Install bevel_gear
2065.jpg,48,Install M6_nut
2655.jpg,24,Install screw_adaptor_lowright
2655.jpg,36,Install M4_nut_plate_lowright
3248.jpg,12,Install adapter_plate
3248.jpg,21,Install screw_adaptor_topleft
3248.jpg,33,Install M4_nut_plate_topleft
3987.jpg,30,Install bearing_screw_lowright
4509.jpg,15,Install bearing_plate
4509.jpg,27,Install bearing_screw_topleft
5515.jpg,18,Install screw_lever
5515.jpg,39,Install spring
5515.jpg,42,Install lever
5515.jpg,45,Install washer
5739.jpg,0,Install anti_vibration_handle
