3932.jpg,3,Install gearbox_housing
3932.jpg,6,Install drive_shaft
3932.jpg,9,Install bevel_gear
3932.jpg,48,Install M6_nut
6907.jpg,27,Install bearing_screw_topleft
7347.jpg,15,Install bearing_plate
7347.jpg,30,Install bearing_screw_lowright
10655.jpg,17,Remove bearing_plate
10655.jpg,32,Remove bearing_screw_lowright
11214.jpg,29,Remove bearing_screw_topleft
16380.jpg,27,Install bearing_screw_topleft
16969.jpg,15,Install bearing_plate
16969.jpg,30,Install bearing_screw_lowright
18372.jpg,18,Install screw_lever
18372.jpg,39,Install spring
18372.jpg,42,Install lever
18372.jpg,45,Install washer
18758.jpg,0,Install anti_vibration_handle
