3289.jpg,7,Incorrectly installed drive_shaft
3289.jpg,10,Incorrectly installed bevel_gear
3289.jpg,49,Incorrectly installed M6_nut
3932.jpg,3,Install gearbox_housing
3932.jpg,6,Install drive_shaft
3932.jpg,9,Install bevel_gear
3932.jpg,48,Install M6_nut
4435.jpg,25,Incorrectly installed screw_adaptor_lowright
4435.jpg,37,Incorrectly installed M4_nut_plate_lowright
5336.jpg,22,Incorrectly installed screw_adaptor_topleft
5336.jpg,34,Incorrectly installed M4_nut_plate_topleft
6502.jpg,16,Incorrectly installed bearing_plate
6502.jpg,28,Incorrectly installed bearing_screw_topleft
6907.jpg,27,Install bearing_screw_topleft
7005.jpg,31,Incorrectly installed bearing_screw_lowright
7347.jpg,15,Install bearing_plate
7347.jpg,30,Install bearing_screw_lowright
10655.jpg,16,Incorrectly installed bearing_plate
10655.jpg,31,Incorrectly installed bearing_screw_lowright
11214.jpg,28,Incorrectly installed bearing_screw_topleft
14033.jpg,13,Incorrectly installed adapter_plate
14033.jpg,25,Incorrectly installed screw_adaptor_lowright
14033.jpg,37,Incorrectly installed M4_nut_plate_lowright
14670.jpg,22,Incorrectly installed screw_adaptor_topleft
14670.jpg,34,Incorrectly installed M4_nut_plate_topleft
15655.jpg,16,Incorrectly installed bearing_plate
15655.jpg,28,Incorrectly installed bearing_screw_topleft
16380.jpg,27,Install bearing_screw_topleft
16515.jpg,31,Incorrectly installed bearing_screw_lowright
16969.jpg,15,Install bearing_plate
16969.jpg,30,Install bearing_screw_lowright
17857.jpg,19,Incorrectly installed screw_lever
17857.jpg,40,Incorrectly installed spring
17857.jpg,43,Incorrectly installed lever
17857.jpg,46,Incorrectly installed washer
18372.jpg,18,Install screw_lever
18372.jpg,39,Install spring
18372.jpg,42,Install lever
18372.jpg,45,Install washer
18614.jpg,1,Incorrectly installed anti_vibration_handle
18758.jpg,0,Install anti_vibration_handle
