172.jpg,1,Incorrectly installed anti_vibration_handle
544.jpg,19,Incorrectly installed screw_lever
544.jpg,40,Incorrectly installed spring
544.jpg,43,Incorrectly installed lever
544.jpg,46,Incorrectly installed washer
1079.jpg,16,Incorrectly installed bearing_plate
1079.jpg,28,Incorrectly installed bearing_screw_topleft
1337.jpg,31,Incorrectly installed bearing_screw_lowright
2666.jpg,13,Incorrectly installed adapter_plate
2666.jpg,25,Incorrectly installed screw_adaptor_lowright
2666.jpg,37,Incorrectly installed M4_nut_plate_lowright
3093.jpg,22,Incorrectly installed screw_adaptor_topleft
3093.jpg,34,Incorrectly installed M4_nut_plate_topleft
3563.jpg,7,Incorrectly installed drive_shaft
3563.jpg,10,Incorrectly installed bevel_gear
3563.jpg,49,Incorrectly installed M6_nut
3658.jpg,5,Remove gearbox_housing
