78.jpg,1,Incorrectly installed anti_vibration_handle
305.jpg,19,Incorrectly installed screw_lever
305.jpg,40,Incorrectly installed spring
305.jpg,43,Incorrectly installed lever
305.jpg,46,Incorrectly installed washer
923.jpg,16,Incorrectly installed bearing_plate
923.jpg,31,Incorrectly installed bearing_screw_lowright
1740.jpg,28,Incorrectly installed bearing_screw_topleft
2315.jpg,13,Incorrectly installed adapter_plate
2315.jpg,25,Incorrectly installed screw_adaptor_lowright
2315.jpg,37,Incorrectly installed M4_nut_plate_lowright
2746.jpg,22,Incorrectly installed screw_adaptor_topleft
2746.jpg,34,Incorrectly installed M4_nut_plate_topleft
3249.jpg,4,Incorrectly installed gearbox_housing
3249.jpg,7,Incorrectly installed drive_shaft
3249.jpg,10,Incorrectly installed bevel_gear
3249.jpg,49,Incorrectly installed M6_nut
