122.jpg,1,Incorrectly installed anti_vibration_handle
516.jpg,19,Incorrectly installed screw_lever
516.jpg,40,Incorrectly installed spring
516.jpg,43,Incorrectly installed lever
516.jpg,46,Incorrectly installed washer
1443.jpg,16,Incorrectly installed bearing_plate
1443.jpg,28,Incorrectly installed bearing_screw_topleft
2146.jpg,31,Incorrectly installed bearing_screw_lowright
3023.jpg,13,Incorrectly installed adapter_plate
3023.jpg,25,Incorrectly installed screw_adaptor_lowright
3023.jpg,37,Incorrectly installed M4_nut_plate_lowright
3575.jpg,22,Incorrectly installed screw_adaptor_topleft
3575.jpg,34,Incorrectly installed M4_nut_plate_topleft
4429.jpg,7,Incorrectly installed drive_shaft
4429.jpg,10,Incorrectly installed bevel_gear
4429.jpg,49,Incorrectly installed M6_nut
4719.jpg,5,Remove gearbox_housing
