2284.jpg,7,Incorrectly installed drive_shaft
2284.jpg,10,Incorrectly installed bevel_gear
2284.jpg,49,Incorrectly installed M6_nut
2353.jpg,3,Install gearbox_housing
2353.jpg,6,Install drive_shaft
2353.jpg,9,Install bevel_gear
2353.jpg,48,Install M6_nut
4446.jpg,13,Incorrectly installed adapter_plate
4446.jpg,25,Incorrectly installed screw_adaptor_lowright
4446.jpg,37,Incorrectly installed M4_nut_plate_lowright
5071.jpg,24,Install screw_adaptor_lowright
5071.jpg,36,Install M4_nut_plate_lowright
5809.jpg,22,Incorrectly installed screw_adaptor_topleft
5809.jpg,34,Incorrectly installed M4_nut_plate_topleft
6366.jpg,12,Install adapter_plate
6366.jpg,21,Install screw_adaptor_topleft
6366.jpg,33,Install M4_nut_plate_topleft
7076.jpg,16,Incorrectly installed bearing_plate
7076.jpg,31,Incorrectly installed bearing_screw_lowright
7210.jpg,28,Incorrectly installed bearing_screw_topleft
7598.jpg,30,Install bearing_screw_lowright
8024.jpg,15,Install bearing_plate
8024.jpg,27,Install bearing_screw_topleft
8839.jpg,19,Incorrectly installed screw_lever
8839.jpg,40,Incorrectly installed spring
8839.jpg,43,Incorrectly installed lever
8839.jpg,46,Incorrectly installed washer
9012.jpg,18,Install screw_lever
9012.jpg,39,Install spring
9012.jpg,42,Install lever
9012.jpg,45,Install washer
9517.jpg,1,Incorrectly installed anti_vibration_handle
9853.jpg,1,Incorrectly installed anti_vibration_handle
9971.jpg,0,Install anti_vibration_handle
