2353.jpg,3,Install gearbox_housing
2353.jpg,6,Install drive_shaft
2353.jpg,9,Install bevel_gear
2353.jpg,48,Install M6_nut
5071.jpg,24,Install screw_adaptor_lowright
5071.jpg,36,Install M4_nut_plate_lowright
6366.jpg,12,Install adapter_plate
6366.jpg,21,Install screw_adaptor_topleft
6366.jpg,33,Install M4_nut_plate_topleft
7598.jpg,30,Install bearing_screw_lowright
8024.jpg,15,Install bearing_plate
8024.jpg,27,Install bearing_screw_topleft
9012.jpg,18,Install screw_lever
9012.jpg,39,Install spring
9012.jpg,42,Install lever
9012.jpg,45,Install washer
9971.jpg,0,Install anti_vibration_handle
