0.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
99.jpg,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
291.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
452.jpg,0,1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,1
749.jpg,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1
1167.jpg,0,1,1,1,1,-1,0,1,1,1,-1,1,1,0,0,0,1
1578.jpg,0,1,1,1,1,-1,0,1,1,1,0,1,1,0,0,0,1
1677.jpg,0,1,1,1,1,-1,0,1,1,-1,0,1,1,0,0,0,1
2254.jpg,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1
2644.jpg,0,-1,-1,-1,1,0,0,1,1,0,0,1,1,0,0,0,-1
3740.jpg,0,-1,-1,-1,-1,0,0,1,-1,0,0,1,-1,0,0,0,-1
4090.jpg,0,-1,-1,-1,-1,0,0,1,0,0,0,1,0,0,0,0,-1
4209.jpg,0,-1,-1,-1,-1,0,0,-1,0,0,0,-1,0,0,0,0,-1
4472.jpg,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1
4655.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
