1120.jpg,7,Incorrectly installed drive_shaft
1120.jpg,10,Incorrectly installed bevel_gear
2262.jpg,49,Incorrectly installed M6_nut
2808.jpg,3,Install gearbox_housing
2808.jpg,6,Install drive_shaft
2808.jpg,9,Install bevel_gear
2808.jpg,48,Install M6_nut
4456.jpg,13,Incorrectly installed adapter_plate
4456.jpg,25,Incorrectly installed screw_adaptor_lowright
4456.jpg,37,Incorrectly installed M4_nut_plate_lowright
5110.jpg,22,Incorrectly installed screw_adaptor_topleft
5110.jpg,34,Incorrectly installed M4_nut_plate_topleft
6053.jpg,16,Incorrectly installed bearing_plate
6053.jpg,28,Incorrectly installed bearing_screw_topleft
6513.jpg,27,Install bearing_screw_topleft
6559.jpg,31,Incorrectly installed bearing_screw_lowright
6974.jpg,15,Install bearing_plate
6974.jpg,30,Install bearing_screw_lowright
7713.jpg,19,Incorrectly installed screw_lever
7713.jpg,40,Incorrectly installed spring
7713.jpg,43,Incorrectly installed lever
7713.jpg,46,Incorrectly installed washer
9730.jpg,19,Incorrectly installed screw_lever
9730.jpg,40,Incorrectly installed spring
9730.jpg,43,Incorrectly installed lever
9730.jpg,46,Incorrectly installed washer
10139.jpg,18,Install screw_lever
10139.jpg,39,Install spring
10139.jpg,42,Install lever
10139.jpg,45,Install washer
