707.jpg,4,Incorrectly installed gearbox_housing
707.jpg,7,Incorrectly installed drive_shaft
707.jpg,10,Incorrectly installed bevel_gear
707.jpg,49,Incorrectly installed M6_nut
868.jpg,3,Install gearbox_housing
868.jpg,6,Install drive_shaft
868.jpg,9,Install bevel_gear
868.jpg,48,Install M6_nut
1429.jpg,13,Incorrectly installed adapter_plate
1429.jpg,25,Incorrectly installed screw_adaptor_lowright
1429.jpg,37,Incorrectly installed M4_nut_plate_lowright
1580.jpg,22,Incorrectly installed screw_adaptor_topleft
1580.jpg,34,Incorrectly installed M4_nut_plate_topleft
1841.jpg,24,Install screw_adaptor_lowright
1841.jpg,36,Install M4_nut_plate_lowright
1971.jpg,12,Install adapter_plate
1971.jpg,21,Install screw_adaptor_topleft
1971.jpg,33,Install M4_nut_plate_topleft
2294.jpg,16,Incorrectly installed bearing_plate
2294.jpg,31,Incorrectly installed bearing_screw_lowright
2498.jpg,30,Install bearing_screw_lowright
2547.jpg,28,Incorrectly installed bearing_screw_topleft
2923.jpg,15,Install bearing_plate
2923.jpg,27,Install bearing_screw_topleft
3427.jpg,19,Incorrectly installed screw_lever
3427.jpg,40,Incorrectly installed spring
3427.jpg,43,Incorrectly installed lever
3427.jpg,46,Incorrectly installed washer
3704.jpg,18,Install screw_lever
3704.jpg,39,Install spring
3704.jpg,42,Install lever
3704.jpg,45,Install washer
3790.jpg,1,Incorrectly installed anti_vibration_handle
3897.jpg,0,Install anti_vibration_handle
