80.jpg,2,Remove anti_vibration_handle
537.jpg,20,Remove screw_lever
537.jpg,41,Remove spring
537.jpg,44,Remove lever
537.jpg,47,Remove washer
1285.jpg,17,Remove bearing_plate
1285.jpg,32,Remove bearing_screw_lowright
1662.jpg,29,Remove bearing_screw_topleft
3027.jpg,14,Remove adapter_plate
3027.jpg,26,Remove screw_adaptor_lowright
3027.jpg,38,Remove M4_nut_plate_lowright
3601.jpg,23,Remove screw_adaptor_topleft
3601.jpg,35,Remove M4_nut_plate_topleft
4280.jpg,5,Remove gearbox_housing
4280.jpg,8,Remove drive_shaft
4280.jpg,11,Remove bevel_gear
4280.jpg,50,Remove M6_nut
