165.jpg,2,Remove anti_vibration_handle
609.jpg,20,Remove screw_lever
609.jpg,41,Remove spring
609.jpg,44,Remove lever
609.jpg,47,Remove washer
1353.jpg,17,Remove bearing_plate
1353.jpg,32,Remove bearing_screw_lowright
2020.jpg,29,Remove bearing_screw_topleft
2660.jpg,14,Remove adapter_plate
2660.jpg,26,Remove screw_adaptor_lowright
2660.jpg,38,Remove M4_nut_plate_lowright
3723.jpg,8,Remove drive_shaft
3723.jpg,11,Remove bevel_gear
3723.jpg,50,Remove M6_nut
11039.jpg,23,Remove screw_adaptor_topleft
11039.jpg,35,Remove M4_nut_plate_topleft
11444.jpg,5,Remove gearbox_housing
