0.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498.jpg,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1
714.jpg,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1257.jpg,0,1,1,1,-1,0,0,0,-1,0,0,0,-1,0,0,0,1
1656.jpg,0,1,1,1,-1,0,0,0,1,0,0,0,1,0,0,0,1
2191.jpg,0,1,1,1,-1,0,0,-1,1,0,0,-1,1,0,0,0,1
2428.jpg,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1
2728.jpg,0,1,1,1,1,-1,0,1,1,0,-1,1,1,0,0,0,1
2994.jpg,0,1,1,1,1,-1,0,1,1,0,1,1,1,0,0,0,1
3184.jpg,0,1,1,1,1,-1,0,1,1,-1,1,1,1,0,0,0,1
3612.jpg,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1
4366.jpg,0,1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,1
4785.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4918.jpg,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5002.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
