0.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
77.jpg,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
190.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
300.jpg,0,1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,1
450.jpg,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1
741.jpg,0,1,1,1,1,-1,0,1,1,1,-1,1,1,0,0,0,1
1097.jpg,0,1,1,1,1,-1,0,1,1,-1,-1,1,1,0,0,0,1
1561.jpg,0,1,1,1,1,-1,0,1,1,0,-1,1,1,0,0,0,1
1723.jpg,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1
1965.jpg,0,1,1,1,-1,0,0,1,-1,0,0,1,-1,0,0,0,1
2243.jpg,0,1,1,1,-1,0,0,1,0,0,0,1,0,0,0,0,1
2371.jpg,0,1,1,1,-1,0,0,-1,0,0,0,-1,0,0,0,0,1
2638.jpg,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2873.jpg,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1
3250.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
