2973.jpg,3,Install gearbox_housing
2973.jpg,6,Install drive_shaft
2973.jpg,9,Install bevel_gear
2973.jpg,48,Install M6_nut
3979.jpg,24,Install screw_adaptor_lowright
3979.jpg,36,Install M4_nut_plate_lowright
4713.jpg,12,Install adapter_plate
4713.jpg,21,Install screw_adaptor_topleft
4713.jpg,33,Install M4_nut_plate_topleft
5661.jpg,27,Install bearing_screw_topleft
6392.jpg,15,Install bearing_plate
6392.jpg,30,Install bearing_screw_lowright
8298.jpg,18,Install screw_lever
8298.jpg,39,Install spring
8298.jpg,42,Install lever
8298.jpg,45,Install washer
8730.jpg,0,Install anti_vibration_handle
