86.jpg,1,Incorrectly installed anti_vibration_handle
318.jpg,19,Incorrectly installed screw_lever
318.jpg,40,Incorrectly installed spring
318.jpg,43,Incorrectly installed lever
318.jpg,46,Incorrectly installed washer
1056.jpg,16,Incorrectly installed bearing_plate
1056.jpg,31,Incorrectly installed bearing_screw_lowright
1372.jpg,28,Incorrectly installed bearing_screw_topleft
2033.jpg,13,Incorrectly installed adapter_plate
2033.jpg,25,Incorrectly installed screw_adaptor_lowright
2033.jpg,37,Incorrectly installed M4_nut_plate_lowright
2419.jpg,22,Incorrectly installed screw_adaptor_topleft
2419.jpg,34,Incorrectly installed M4_nut_plate_topleft
2967.jpg,4,Incorrectly installed gearbox_housing
2967.jpg,7,Incorrectly installed drive_shaft
2967.jpg,10,Incorrectly installed bevel_gear
2967.jpg,49,Incorrectly installed M6_nut
