898.jpg,7,Incorrectly installed drive_shaft
898.jpg,10,Incorrectly installed bevel_gear
898.jpg,49,Incorrectly installed M6_nut
1283.jpg,3,Install gearbox_housing
1283.jpg,6,Install drive_shaft
1283.jpg,9,Install bevel_gear
1283.jpg,48,Install M6_nut
2293.jpg,13,Incorrectly installed adapter_plate
2293.jpg,25,Incorrectly installed screw_adaptor_lowright
2293.jpg,37,Incorrectly installed M4_nut_plate_lowright
2767.jpg,24,Install screw_adaptor_lowright
2767.jpg,36,Install M4_nut_plate_lowright
3017.jpg,22,Incorrectly installed screw_adaptor_topleft
3017.jpg,34,Incorrectly installed M4_nut_plate_topleft
3213.jpg,12,Install adapter_plate
3213.jpg,21,Install screw_adaptor_topleft
3213.jpg,33,Install M4_nut_plate_topleft
4916.jpg,13,Incorrectly installed adapter_plate
4916.jpg,25,Incorrectly installed screw_adaptor_lowright
4916.jpg,37,Incorrectly installed M4_nut_plate_lowright
5498.jpg,25,Incorrectly installed screw_adaptor_lowright
5498.jpg,37,Incorrectly installed M4_nut_plate_lowright
5753.jpg,12,Install adapter_plate
5753.jpg,24,Install screw_adaptor_lowright
5753.jpg,36,Install M4_nut_plate_lowright
6076.jpg,16,Incorrectly installed bearing_plate
6076.jpg,28,Incorrectly installed bearing_screw_topleft
6513.jpg,27,Install bearing_screw_topleft
6614.jpg,31,Incorrectly installed bearing_screw_lowright
7103.jpg,15,Install bearing_plate
7103.jpg,30,Install bearing_screw_lowright
8341.jpg,19,Incorrectly installed screw_lever
8341.jpg,40,Incorrectly installed spring
8341.jpg,43,Incorrectly installed lever
8341.jpg,46,Incorrectly installed washer
8706.jpg,18,Install screw_lever
8706.jpg,39,Install spring
8706.jpg,42,Install lever
8706.jpg,45,Install washer
8969.jpg,13,Incorrectly installed adapter_plate
8969.jpg,22,Incorrectly installed screw_adaptor_topleft
9399.jpg,22,Incorrectly installed screw_adaptor_topleft
9763.jpg,12,Install adapter_plate
9763.jpg,21,Install screw_adaptor_topleft
9901.jpg,1,Incorrectly installed anti_vibration_handle
10030.jpg,0,Install anti_vibration_handle
