1283.jpg,3,Install gearbox_housing
1283.jpg,6,Install drive_shaft
1283.jpg,9,Install bevel_gear
1283.jpg,48,Install M6_nut
2767.jpg,24,Install screw_adaptor_lowright
2767.jpg,36,Install M4_nut_plate_lowright
3213.jpg,12,Install adapter_plate
3213.jpg,21,Install screw_adaptor_topleft
3213.jpg,33,Install M4_nut_plate_topleft
4916.jpg,14,Remove adapter_plate
4916.jpg,26,Remove screw_adaptor_lowright
4916.jpg,38,Remove M4_nut_plate_lowright
5753.jpg,12,Install adapter_plate
5753.jpg,24,Install screw_adaptor_lowright
5753.jpg,36,Install M4_nut_plate_lowright
6513.jpg,27,Install bearing_screw_topleft
7103.jpg,15,Install bearing_plate
7103.jpg,30,Install bearing_screw_lowright
8706.jpg,18,Install screw_lever
8706.jpg,39,Install spring
8706.jpg,42,Install lever
8706.jpg,45,Install washer
8969.jpg,14,Remove adapter_plate
8969.jpg,23,Remove screw_adaptor_topleft
9763.jpg,12,Install adapter_plate
9763.jpg,21,Install screw_adaptor_topleft
10030.jpg,0,Install anti_vibration_handle
