85.jpg,1,Incorrectly installed anti_vibration_handle
631.jpg,19,Incorrectly installed screw_lever
631.jpg,40,Incorrectly installed spring
631.jpg,43,Incorrectly installed lever
631.jpg,46,Incorrectly installed washer
1330.jpg,16,Incorrectly installed bearing_plate
1330.jpg,28,Incorrectly installed bearing_screw_topleft
1752.jpg,31,Incorrectly installed bearing_screw_lowright
2841.jpg,13,Incorrectly installed adapter_plate
2841.jpg,25,Incorrectly installed screw_adaptor_lowright
2841.jpg,37,Incorrectly installed M4_nut_plate_lowright
3321.jpg,22,Incorrectly installed screw_adaptor_topleft
3321.jpg,34,Incorrectly installed M4_nut_plate_topleft
4128.jpg,7,Incorrectly installed drive_shaft
4128.jpg,10,Incorrectly installed bevel_gear
4128.jpg,49,Incorrectly installed M6_nut
4390.jpg,5,Remove gearbox_housing
