119.jpg,2,Remove anti_vibration_handle
562.jpg,20,Remove screw_lever
562.jpg,41,Remove spring
562.jpg,44,Remove lever
562.jpg,47,Remove washer
1250.jpg,17,Remove bearing_plate
1250.jpg,32,Remove bearing_screw_lowright
1506.jpg,29,Remove bearing_screw_topleft
2742.jpg,14,Remove adapter_plate
2742.jpg,26,Remove screw_adaptor_lowright
2742.jpg,38,Remove M4_nut_plate_lowright
3435.jpg,23,Remove screw_adaptor_topleft
3435.jpg,35,Remove M4_nut_plate_topleft
4027.jpg,5,Remove gearbox_housing
4027.jpg,8,Remove drive_shaft
4027.jpg,11,Remove bevel_gear
4027.jpg,50,Remove M6_nut
