889.jpg,7,Incorrectly installed drive_shaft
889.jpg,10,Incorrectly installed bevel_gear
889.jpg,49,Incorrectly installed M6_nut
1909.jpg,13,Incorrectly installed adapter_plate
1909.jpg,25,Incorrectly installed screw_adaptor_lowright
1909.jpg,37,Incorrectly installed M4_nut_plate_lowright
2095.jpg,22,Incorrectly installed screw_adaptor_topleft
2095.jpg,34,Incorrectly installed M4_nut_plate_topleft
2588.jpg,3,Install gearbox_housing
2588.jpg,24,Install screw_adaptor_lowright
2588.jpg,36,Install M4_nut_plate_lowright
2809.jpg,12,Install adapter_plate
2809.jpg,21,Install screw_adaptor_topleft
2809.jpg,33,Install M4_nut_plate_topleft
3232.jpg,6,Install drive_shaft
3232.jpg,9,Install bevel_gear
3232.jpg,48,Install M6_nut
3622.jpg,16,Incorrectly installed bearing_plate
3622.jpg,28,Incorrectly installed bearing_screw_topleft
3708.jpg,31,Incorrectly installed bearing_screw_lowright
4271.jpg,30,Install bearing_screw_lowright
4670.jpg,15,Install bearing_plate
4670.jpg,27,Install bearing_screw_topleft
5505.jpg,19,Incorrectly installed screw_lever
5505.jpg,40,Incorrectly installed spring
5505.jpg,43,Incorrectly installed lever
5505.jpg,46,Incorrectly installed washer
5823.jpg,18,Install screw_lever
5823.jpg,39,Install spring
5823.jpg,42,Install lever
5823.jpg,45,Install washer
5958.jpg,1,Incorrectly installed anti_vibration_handle
6116.jpg,0,Install anti_vibration_handle
