0.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
889.jpg,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1
1909.jpg,0,0,-1,-1,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1
2095.jpg,0,0,-1,-1,-1,0,0,-1,-1,0,0,-1,-1,0,0,0,-1
2588.jpg,0,1,-1,-1,-1,0,0,-1,1,0,0,-1,1,0,0,0,-1
2809.jpg,0,1,-1,-1,1,0,0,1,1,0,0,1,1,0,0,0,-1
3232.jpg,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1
3622.jpg,0,1,1,1,1,-1,0,1,1,-1,0,1,1,0,0,0,1
3708.jpg,0,1,1,1,1,-1,0,1,1,-1,-1,1,1,0,0,0,1
4271.jpg,0,1,1,1,1,-1,0,1,1,-1,1,1,1,0,0,0,1
4670.jpg,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1
5505.jpg,0,1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,1
5823.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5958.jpg,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6116.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
